10	10	9	6	0.001015	9	0.00021
10	10	9	5	0.000215	9	0.000222
10	10	9	5	0.000209	9	0.000246
10	10	9	7	0.006335	9	0.000183
10	10	9	6	0.00081	9	0.000195
10	10	9	5	0.000182	8	0.000178
10	10	9	5	0.000162	7	0.00029
10	10	9	6	0.000829	10	0.000195
10	10	9	6	0.000989	9	0.000226
10	10	9	7	0.006113	9	0.000216
10	10	9	7	0.005823	10	0.000171
10	10	9	7	0.006008	10	0.00016
10	10	9	6	0.000979	9	0.000165
10	10	9	5	0.000182	6	0.000316
10	10	9	7	0.007121	10	0.000139
10	10	9	6	0.000907	10	0.000134
10	10	9	5	0.000151	8	0.000153
10	10	9	7	0.0063	9	0.000176
10	10	9	6	0.000897	10	0.000141
10	10	9	5	0.000163	10	0.000162
10	10	22	3	0.000142	4	0.000417
10	10	22	3	0.000131	3	0.000373
10	10	22	3	0.000101	3	0.00042
10	10	22	3	0.000133	4	0.000487
10	10	22	4	0.000803	5	0.000493
10	10	22	3	0.000168	3	0.000597
10	10	22	2	4.1e-05	3	0.000395
10	10	22	3	0.000138	3	0.000551
10	10	22	3	0.000147	3	0.00038
10	10	22	3	0.000141	4	0.00054
10	10	22	4	0.001184	4	0.000706
10	10	22	3	0.000167	3	0.000471
10	10	22	3	0.000185	4	0.000745
10	10	22	3	0.000157	4	0.000536
10	10	22	4	0.001267	4	0.000388
10	10	22	3	9.5e-05	3	0.000507
10	10	22	4	0.00109	5	0.000352
10	10	22	3	0.000114	5	0.000376
10	10	22	3	0.000128	8	0.000206
10	10	22	3	0.000189	4	0.000419
10	10	36	3	0.000248	3	0.000524
10	10	36	2	3.5e-05	2	0.000682
10	10	36	2	3.6e-05	3	0.000399
10	10	36	2	5.5e-05	2	0.000596
10	10	36	2	5.5e-05	3	0.000449
10	10	36	2	3.8e-05	2	0.000501
10	10	36	2	5e-05	2	0.000707
10	10	36	2	4.4e-05	2	0.000457
10	10	36	2	4.1e-05	2	0.000484
10	10	36	2	3.7e-05	2	0.000459
10	10	36	2	5e-05	2	0.000434
10	10	36	2	3.9e-05	2	0.000415
10	10	36	2	4.2e-05	3	0.000511
10	10	36	2	3.6e-05	2	0.000658
10	10	36	2	3.7e-05	2	0.000504
10	10	36	2	0.000211	3	0.000383
10	10	36	2	3.7e-05	2	0.000528
10	10	36	2	4e-05	3	0.000589
10	10	36	2	4.5e-05	3	0.000382
10	10	36	2	3.7e-05	3	0.00042
20	20	38	6	2.16009	10	0.002377
20	20	38	7	41.3226	12	0.001627
20	20	38	7	30.4261	8	0.008116
20	20	38	8	1233.29	9	0.005674
20	20	38	6	1.78985	10	0.004231
20	20	38	7	20.6519	7	0.005134
20	20	38	8	740.335	9	0.003442
20	20	38	6	2.21926	12	0.002136
20	20	38	6	1.59823	8	0.004359
20	20	38	7	18.0815	9	0.007196
20	20	38	8	845.497	12	0.003689
20	20	38	8	327.708	11	0.003202
20	20	38	5	0.140146	7	0.003827
20	20	38	7	57.5816	10	0.004392
20	20	38	8	339.719	9	0.002101
20	20	38	8	834.681	17	0.000844
20	20	38	8	513.999	10	0.004162
20	20	38	7	19.4606	9	0.002266
20	20	38	7	60.4743	10	0.004341
20	20	38	5	0.155378	7	0.004432
20	20	95	3	0.002653	5	0.004287
20	20	95	3	0.002766	5	0.004736
20	20	95	3	0.00324	4	0.004659
20	20	95	4	0.05908	6	0.004156
20	20	95	3	0.002819	5	0.005566
20	20	95	3	0.008545	4	0.006771
20	20	95	3	0.024468	4	0.007017
20	20	95	3	0.003204	5	0.004676
20	20	95	3	0.011924	4	0.00381
20	20	95	4	0.061086	4	0.005284
20	20	95	4	0.057103	4	0.003665
20	20	95	3	0.00264	4	0.003892
20	20	95	3	0.002551	4	0.003239
20	20	95	3	0.002914	4	0.003688
20	20	95	3	0.00302	4	0.005635
20	20	95	4	0.076378	4	0.004316
20	20	95	4	0.08477	5	0.00478
20	20	95	3	0.003549	5	0.00662
20	20	95	3	0.003791	3	0.00649
20	20	95	3	0.003201	3	0.005761
20	20	152	2	0.004322	3	0.004521
20	20	152	2	0.000793	3	0.003794
20	20	152	3	0.004898	3	0.004127
20	20	152	3	0.005314	3	0.004072
20	20	152	3	0.005203	3	0.003799
20	20	152	3	0.00545	3	0.004104
20	20	152	2	0.000533	3	0.005584
20	20	152	2	0.000277	2	0.005752
20	20	152	2	0.000247	3	0.004737
20	20	152	2	0.000387	3	0.004465
20	20	152	2	0.002957	3	0.00484
20	20	152	3	0.004945	3	0.004861
20	20	152	2	0.000243	2	0.007404
20	20	152	2	0.000296	2	0.003757
20	20	152	2	0.00054	3	0.004382
20	20	152	2	0.000303	3	0.004692
20	20	152	3	0.005112	3	0.003355
20	20	152	2	0.0004	3	0.003833
20	20	152	2	0.00037	2	0.008045
20	20	152	3	0.005157	3	0.006633
30	30	87	7	2698.84	7	0.01557
